instance fatanode-results/gss-20210111 fatanode-results/gss-cliques-20210111 fatanode-results/gss-cliques-cliquesup-20210111 fatanode-results/gss-cliques-cliquesup-locallyinjective-20210111 fatanode-results/gss-cliques-cliquesup-noninjective-20210111 fatanode-results/gss-cliques-locallyinjective-20210111 fatanode-results/gss-cliques-noninjective-20210111 fatanode-results/gss-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-20210111 fatanode-results/gss-count-cliques-20210111 fatanode-results/gss-count-cliques-locallyinjective-20210111 fatanode-results/gss-count-cliques-noninjective-20210111 fatanode-results/gss-count-cliques-noninjective-nosupplementals-20210111 fatanode-results/gss-count-locallyinjective-20210111 fatanode-results/gss-count-noninjective-20210111 fatanode-results/gss-count-noninjective-nosupplementals-20210111 fatanode-results/gss-locallyinjective-20210111 fatanode-results/gss-noninjective-20210111 fatanode-results/gss-noninjective-nosupplementals-20210111
si4_b03_m800.04 92 63 107 79 55 36 47 38 8652 7931 3831 NaN NaN 3751 NaN NaN 26 19 16
si4_b03_m800.01 51 64 130 79 34 39 34 39 8609 8369 3904 NaN NaN 3895 NaN NaN 25 29 15
si4_b03_m800.06 88 110 124 81 42 62 29 40 8602 8167 3777 NaN NaN 3826 NaN NaN 25 29 23
si4_b03_m800.07 61 63 116 79 54 62 28 40 9165 8638 3829 NaN NaN 3829 NaN NaN 25 28 23
si6_m4D_m1296.02 252 265 465 448 524 372 394 298 NaN NaN NaN NaN NaN NaN NaN NaN 226 214 276
si6_m4D_m1296.07 1018 1061 1120 1526 343 1444 278 451 NaN NaN NaN NaN NaN NaN NaN NaN 1383 289 516
si6_m4D_m1296.05 253 262 458 415 362 259 288 237 NaN NaN NaN NaN NaN NaN NaN NaN 194 227 321
si6_m4D_m1296.09 333 421 564 742 332 569 254 254 NaN NaN NaN NaN NaN NaN NaN NaN 536 233 225
si6_m4D_m1296.00 580 648 750 1007 327 886 251 453 NaN NaN NaN NaN NaN NaN NaN NaN 869 213 419
si6_m4D_m1296.08 224 313 466 421 503 297 327 252 NaN NaN NaN NaN NaN NaN NaN NaN 258 224 212
si6_m4D_m1296.04 272 272 539 425 392 312 331 276 NaN NaN NaN NaN NaN NaN NaN NaN 228 241 269
si6_m4D_m1296.06 1188 1216 1379 1687 392 1669 314 442 NaN NaN NaN NaN NaN NaN NaN NaN 1430 326 303
si6_m4D_m1296.01 1532 1575 1659 787 346 581 281 284 NaN NaN NaN NaN NaN NaN NaN NaN 612 247 202
si6_m4D_m1296.03 13356 13786 13800 5713 341 5601 265 295 NaN NaN NaN NaN NaN NaN NaN NaN 5110 274 268
si6_r001_m200.05 8 10 20 12 13 7 5 7 92601 92641 753345 NaN NaN 748286 NaN NaN 5 2 23
si6_r001_m200.09 8 11 20 14 11 7 5 25 10066 9568 118251 NaN NaN 112792 NaN NaN 2 2 9
si6_r001_m200.07 4 10 19 28 24 7 3 5 67 34 65 NaN NaN 32 NaN NaN 4 2 2
si6_r001_m200.02 4 10 20 10 7 4 3 109 4 6 4 NaN NaN 2 NaN NaN 2 3 697
si6_r001_m200.01 7 10 14 12 16 7 3 5 31588 32538 74923 NaN NaN 74376 NaN NaN 4 2 2
si6_r001_m200.00 7 10 15 13 12 7 5 18 4 6 4 NaN NaN 2 NaN NaN 4 3 124
si6_r001_m200.04 4 6 12 15 12 7 5 5 463 441 1967 NaN NaN 1536 NaN NaN 2 2 116
si6_r001_m200.06 7 6 26 13 18 7 3 7 8849 8885 8175 NaN NaN 8251 NaN NaN 4 2 33
si6_r001_m200.08 4 10 24 21 11 7 3 3 352840 340011 560137 NaN NaN 566889 NaN NaN 2 2 531
si6_r001_m200.03 7 10 23 19 15 4 5 5 226 132 87 NaN NaN 78 NaN NaN 2 3 20
si4_b06_m400.06 46 30 73 35 15 20 13 11 749 757 400 NaN NaN 491 NaN NaN 8 4 3
si4_b06_m400.07 47 53 72 38 14 13 8 11 842 742 411 NaN NaN 412 NaN NaN 13 7 5
si4_b06_m400.09 44 54 74 23 23 20 8 11 784 767 402 NaN NaN 451 NaN NaN 13 6 3
si4_b06_m400.01 46 51 73 23 14 20 8 11 1022 793 411 NaN NaN 415 NaN NaN 13 7 3
si4_b06_m400.04 26 30 50 23 24 20 8 6 796 744 525 NaN NaN 410 NaN NaN 13 4 5
si4_b06_m400.03 26 32 72 24 24 20 8 11 813 740 415 NaN NaN 441 NaN NaN 8 7 5
si4_b06_m400.00 48 30 72 38 15 20 12 7 744 748 412 NaN NaN 432 NaN NaN 14 4 3
si4_b06_m400.05 26 30 70 39 24 20 13 7 1005 734 400 NaN NaN 445 NaN NaN 13 7 3
si4_b06_m400.08 26 30 42 23 24 11 8 11 742 776 424 NaN NaN 423 NaN NaN 14 7 3
si4_b06_m400.02 26 53 75 40 23 20 13 7 759 786 486 NaN NaN 415 NaN NaN 14 7 3
si2_m4Dr6_m256.06 4 9 17 22 19 4 4 4 6 9 6 NaN NaN 3 NaN NaN 3 1 26
si2_m4Dr6_m256.05 5 9 40 23 21 3 4 4 8 19 11 NaN NaN 9 NaN NaN 2 1 49
si2_m4Dr6_m256.09 3 9 21 18 9 5 4 13 4 6 8 NaN NaN 6 NaN NaN 2 1 12
si2_m4Dr6_m256.00 6 5 26 23 20 5 4 21 4 9 4 NaN NaN 5 NaN NaN 2 1 10
si2_m4Dr6_m256.07 3 9 15 14 19 3 4 2 3 5 3 NaN NaN 3 NaN NaN 2 1 1
si2_m4Dr6_m256.04 5 9 34 29 27 4 4 4 5 5 3 NaN NaN 2 NaN NaN 1 1 12
si2_m4Dr6_m256.02 4 6 29 15 20 4 4 2 3 9 3 NaN NaN 3 NaN NaN 3 1 1
si2_m4Dr6_m256.01 5 9 26 22 21 4 4 4 2337 2942 1390 NaN NaN 1452 NaN NaN 1 1 35
si2_m4Dr6_m256.08 6 9 27 25 20 6 3 3 18 19 7 NaN NaN 7 NaN NaN 5 1 0
si2_m4Dr6_m256.03 6 9 26 14 19 5 4 4 6 5 6 NaN NaN 1 NaN NaN 3 1 0
si6_r01_m200.04 138 164 1997 1911 790 63 149 88 198 222 564 41649 34766 662 41476 34719 41 197 140
si6_r01_m200.08 113 161 2011 2094 978 307 5974 5415 170 209 637 26264 23780 716 25855 23741 150 203 179
si6_r01_m200.02 140 163 2123 2160 2144 146 1550 1588 371 304 656 35234 31213 1034 73063 63483 246 1192 997
si6_r01_m200.09 136 220 1983 1859 2136 272 94 116 806 691 2110 1058637 899240 3429 1157181 966389 141 5978 5125
si6_r01_m200.07 144 147 1961 1866 10666 208 4444 3822 299 215 799 346098 300149 854 353449 303858 81 14179 12117
si6_r01_m200.00 252 186 2231 2663 15283 532 12492 10550 330 259 1104 27534 22118 1383 27505 22902 724 14468 12220
si6_r01_m200.01 116 137 1967 1963 16587 41 4365 3737 1911 1714 3276 363493 313391 3794 2199758 1963745 39 229 259
si6_r01_m200.03 429 482 2489 3346 47300 1088 20772 17539 742 624 2776 568509 465002 3434 560928 465293 1335 6503 5485
si6_r01_m200.05 186 152 1991 2065 4701 136 2838 2407 653 297 821 555550 463788 1237 843157 716333 91 1136 1010
si6_r01_m200.06 122 239 2025 1965 1225 86 92 50 478 602 667 356358 304526 1008 330325 277933 143 367 313
si2_b03m_m800.03 14 34 43 72 40 26 29 23 NaN NaN NaN NaN NaN NaN NaN NaN 18 15 176
si2_b03m_m800.02 24 23 46 70 62 19 17 12747 NaN NaN NaN NaN NaN NaN NaN NaN 18 14 43626
si2_b03m_m800.09 14 29 29 41 36 35 18 23 NaN NaN NaN NaN NaN NaN NaN NaN 20 14 10
si2_b03m_m800.04 15 44 72 60 24608 34 30 23 NaN NaN NaN NaN NaN NaN NaN NaN 19 43 41
si2_b03m_m800.06 15 22 40 59 52 31 27 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11 14 NaN
si2_b03m_m800.05 24 23 46 44 63 34 30 23 NaN NaN NaN NaN NaN NaN NaN NaN 11 14 64
si2_b03m_m800.01 15 37 46 67 36 33 29 15 NaN NaN NaN NaN NaN NaN NaN NaN 11 9 9
si2_b03m_m800.08 15 41 51 40 35 35 29 23 NaN NaN NaN NaN NaN NaN NaN NaN 11 14 9
si2_b03m_m800.07 15 33 61 67 59 32 27 1070 NaN NaN NaN NaN NaN NaN NaN NaN 11 14 69
si2_b03m_m800.00 15 38 72 63 68 31 21 854 NaN NaN NaN NaN NaN NaN NaN NaN 11 8 845
si2_r001_m200.06 3 5 9 7 3 3 3 1 NaN NaN NaN NaN NaN NaN NaN NaN 1 1 5
si2_r001_m200.01 4 6 11 10 4 5 2 2 NaN NaN NaN NaN NaN NaN NaN NaN 3 0 0
si2_r001_m200.02 3 5 6 6 4 2 4 2 NaN NaN NaN NaN NaN NaN NaN NaN 2 1 20
si2_r001_m200.07 3 3 13 11 10 2 2 2 355 418 328 NaN NaN 522 NaN NaN 1 1 3
si2_r001_m200.04 2 5 11 18 8 7 2 1 NaN NaN NaN NaN NaN NaN NaN NaN 5 1 0
si2_r001_m200.05 25 5 26 13 5 4 3 2 NaN NaN NaN NaN NaN NaN NaN NaN 5 1 0
si2_r001_m200.09 1 3 5 7 6 7 3 2 NaN NaN NaN NaN NaN NaN NaN NaN 1 1 0
si2_r001_m200.03 2 4 8 4 3 3 2 2 NaN NaN NaN NaN NaN NaN NaN NaN 1 1 0
si2_r001_m200.00 3 5 8 7 5 3 2 2 NaN NaN NaN NaN NaN NaN NaN NaN 1 0 1
si2_r001_m200.08 2 5 9 9 3 3 2 1 NaN NaN NaN NaN NaN NaN NaN NaN 2 0 0
si6_b03m_m800.01 83 62 105 90 645 51 47 64 NaN NaN NaN NaN NaN NaN NaN NaN 37 4644 9756
si6_b03m_m800.08 50 62 163 143 614 81 48 129 13623 13310 5246 NaN NaN 5319 NaN NaN 60 247 2709
si6_b03m_m800.03 77 61 101 86 111 48 NaN NaN 432056 423408 157527 NaN NaN 157239 NaN NaN 36 NaN NaN
si6_b03m_m800.00 49 106 99 86 81 50 73 NaN NaN NaN NaN NaN NaN NaN NaN NaN 57 31 NaN
si6_b03m_m800.04 48 100 153 137 106 46 115 NaN NaN NaN NaN NaN NaN NaN NaN NaN 59 148 NaN
si6_b03m_m800.05 81 63 137 123 NaN 49 45 NaN NaN NaN NaN NaN NaN NaN NaN NaN 58 47 NaN
si6_b03m_m800.07 82 102 96 121 100421 81 46 67 NaN NaN NaN NaN NaN NaN NaN NaN 60 32 46
si6_b03m_m800.06 48 61 100 89 223 79 47 66 NaN NaN NaN NaN NaN NaN NaN NaN 58 32 651
si6_b03m_m800.09 82 61 138 91 3085 49 136 112 NaN NaN NaN NaN NaN NaN NaN NaN 36 31 30
si6_b03m_m800.02 77 61 100 123 113 49 72 66 NaN NaN NaN NaN NaN NaN NaN NaN 36 48 46
si4_r005_m200.00 47 55 336 522 769 77 349 554 125 93 97 NaN NaN 93 NaN NaN 44 338 555
si4_r005_m200.08 16 22 348 329 1306 10 27 24 42 27 29 NaN NaN 25 NaN NaN 4 1492 773
si4_r005_m200.02 29 53 489 370 297 44 10 7 53 37 37 NaN NaN 35 NaN NaN 24 11 3
si4_r005_m200.05 18 34 312 311 1470 8 2195 5361 22 26 24 NaN NaN 14 NaN NaN 6 1287 12210
si4_r005_m200.06 33 34 385 339 99402 12 92915 157948 33 23 18 1634433 1431994 25 NaN NaN 14 1717024 76956
si4_r005_m200.04 30 41 368 347 332 15 5 7 215 42 18 NaN NaN 204 NaN NaN 11 8 5
si4_r005_m200.07 37 42 330 304 363 15 113 44 49 52 81 NaN NaN 48 NaN NaN 12 68 41
si4_r005_m200.09 62 28 290 304 274 28 13 11 60 65 54 NaN NaN 62 NaN NaN 30 1146 1299
si4_r005_m200.01 19 39 319 336 670 25 899 167 43 60 28 NaN NaN 36 NaN NaN 11 36 511
si4_r005_m200.03 63 59 343 350 1190 25 19 29 57 59 34 NaN NaN 59 NaN NaN 33 1443 2083
si6_b09m_m400.03 43 35 228 222 201 30 17 42 40 52 27 NaN NaN 16 NaN NaN 19 96 489
si6_b09m_m400.07 38 29 226 228 10957 30 26 15 35 45 18 NaN NaN 16 NaN NaN 11 44 57
si6_b09m_m400.00 28 38 167 154 142 31 25 14 45 58 22 NaN NaN 17 NaN NaN 20 1493 18749
si6_b09m_m400.04 23 31 230 218 171 31 25 29 23 52 18 NaN NaN 10 NaN NaN 18 1391 305
si6_b09m_m400.06 43 59 217 221 216 19 16 33 40 33 18 NaN NaN 10 NaN NaN 12 32 35
si6_b09m_m400.08 25 34 194 143 155 19 64 14 39 32 28 NaN NaN 16 NaN NaN 18 26 11
si6_b09m_m400.02 45 58 200 295 170 19 42 22 25 34 28 NaN NaN 17 NaN NaN 12 287 29
si6_b09m_m400.05 45 34 296 183 244 19 17 22 25 56 18 NaN NaN 10 NaN NaN 20 14 21
si6_b09m_m400.09 41 54 224 177 222 25 25 15 37 48 28 NaN NaN 10 NaN NaN 15 19 4413
si6_b09m_m400.01 26 34 256 200 288 31 26 15 25 53 28 NaN NaN 17 NaN NaN 19 488 577
si2_b09_m200.08 5 7 17 21 9 5 3 3 50 52 33 NaN NaN 32 NaN NaN 2 0 0
si2_b09_m200.01 5 7 29 21 9 3 2 1 49 30 33 NaN NaN 30 NaN NaN 1 0 0
si2_b09_m200.06 9 12 29 22 15 5 2 3 50 52 33 NaN NaN 32 NaN NaN 1 0 0
si2_b09_m200.05 5 12 29 14 16 3 2 1 49 53 33 NaN NaN 31 NaN NaN 1 1 0
si2_b09_m200.00 9 7 17 13 15 3 3 2 49 53 49 NaN NaN 51 NaN NaN 1 1 0
si2_b09_m200.02 5 12 29 21 15 5 3 2 43 53 36 NaN NaN 32 NaN NaN 2 0 0
si2_b09_m200.03 9 12 17 16 10 5 2 2 30 30 33 NaN NaN 54 NaN NaN 2 1 0
si2_b09_m200.04 9 12 30 22 15 3 3 1 49 30 52 NaN NaN 31 NaN NaN 2 0 0
si2_b09_m200.09 5 13 30 14 15 3 3 2 50 53 54 NaN NaN 51 NaN NaN 2 0 0
si2_b09_m200.07 10 12 18 22 10 3 3 2 29 45 32 NaN NaN 34 NaN NaN 2 0 0
si6_r01_m600.02 4665 77445 104049 98137 134019 99432 3242887 2866244 70538 442464 880723 NaN NaN 287462 NaN NaN 4007 120104 107974
si6_r01_m600.06 2823 3445 97096 96720 23961 1083 74939 65175 70419 166111 415737 NaN NaN 317243 NaN NaN 287 121 52
si6_r01_m600.09 9305 23076 104806 141635 302925 82264 NaN NaN 43304 196287 659552 NaN NaN 628043 NaN NaN 51384 300342 269184
si6_r01_m600.08 123516 148070 222350 145344 NaN 306028 NaN NaN 286415 279734 995679 NaN NaN 1142213 NaN NaN 56985 NaN NaN
si6_r01_m600.05 2744 3017 97710 94046 31078 767 11156 9900 70342 69623 284241 NaN NaN 307370 NaN NaN 1016 6161 4764
si6_r01_m600.07 8339 6873 103940 101694 801274 18675 1434119 1247271 119740 117480 334246 NaN NaN 266889 NaN NaN 9111 817982 725390
si6_r01_m600.03 3976 4941 102640 103821 31704 7340 28194 24199 53526 53703 285308 2591742 2205737 322281 2627260 2281990 4621 7524 6626
si6_r01_m600.00 3380 4038 100804 100947 78873 4962 34996 30658 17651 18623 271842 NaN NaN 290994 NaN NaN 8466 59436 55567
si6_r01_m600.01 2996 3631 100227 94043 2042954 1761 2867059 2493152 438843 3445 2506 NaN NaN 790056 NaN NaN 1078 9348 8543
si6_r01_m600.04 18790 16480 115852 119892 369920 19965 311514 274138 325328 322727 813497 NaN NaN 921230 NaN NaN 25016 368913 326641
si2_b06_m200.02 3 8 7 9 6 2 2 2 45 26 26 1719649 1695743 20 1759266 1683123 2 0 0
si2_b06_m200.00 3 4 8 5 6 2 1 2 45 46 26 1759267 1642978 25 1747797 1729150 2 0 0
si2_b06_m200.01 6 4 13 9 6 3 2 2 46 34 26 1757772 1670283 15 1729578 1629987 1 0 0
si2_b06_m200.06 6 8 13 8 6 4 2 2 25 38 27 1736297 1730034 25 1759830 1661873 2 1 0
si2_b06_m200.09 6 8 13 9 6 4 2 2 43 27 16 1778151 1676135 25 1738169 1675097 1 1 0
si2_b06_m200.07 3 8 13 9 4 2 1 1 45 48 26 1725058 1725100 15 1683114 1682751 2 1 0
si2_b06_m200.04 6 8 13 9 4 2 2 2 43 26 26 1751074 1768885 26 1750938 1684172 2 1 0
si2_b06_m200.08 3 8 13 9 6 3 2 2 25 42 26 1756673 1661745 25 1811342 1672695 1 0 0
si2_b06_m200.03 3 8 13 5 6 2 2 1 43 47 15 1769098 1693686 25 1809986 1681785 1 0 0
si2_b06_m200.05 6 4 13 9 6 3 1 1 25 48 27 1726284 1664942 25 1711371 1701363 2 1 0
si6_m4Dr2_m1296.05 236 319 485 337 696 251 236 2341 279 306 187 NaN NaN 159 NaN NaN 111 236 1699325
si6_m4Dr2_m1296.09 301 309 523 312 390 158 302 65271 234 317 166 NaN NaN 97 NaN NaN 148 6173 NaN
si6_m4Dr2_m1296.01 232 329 491 324 279 153 175 425781 1081 1100 274 NaN NaN 271 NaN NaN 149 341 NaN
si6_m4Dr2_m1296.06 299 339 477 366 2561 261 204 15061 2348 2398 461 NaN NaN 483 NaN NaN 136 1117 NaN
si6_m4Dr2_m1296.07 290 309 477 307 1178633 155 146 79497 296 301 174 NaN NaN 103 NaN NaN 116 5740 NaN
si6_m4Dr2_m1296.03 328 331 473 318 658 193 357 68854 265 299 133 NaN NaN 95 NaN NaN 120 170 169
si6_m4Dr2_m1296.04 256 267 503 356 NaN 201 42733 NaN 316 304 154 NaN NaN 116 NaN NaN 166 42421 NaN
si6_m4Dr2_m1296.00 276 354 510 426 302 158 224 15487 30348 30295 4479 NaN NaN 4583 NaN NaN 118 2986 NaN
si6_m4Dr2_m1296.08 280 284 489 349 552 213 179 10213 236 259 137 NaN NaN 97 NaN NaN 154 2920 871062
si6_m4Dr2_m1296.02 291 270 484 327 498 153 638 226627 146955 144430 20891 NaN NaN 21005 NaN NaN 140 433 1636066
si2_b09m_m800.09 32 80 284 271 424 29 39 31 358 409 181 NaN NaN 136 NaN NaN 14 104 107
si2_b09m_m800.07 33 81 418 298 1627 27 38 20 NaN NaN NaN NaN NaN NaN NaN NaN 14 179 343
si2_b09m_m800.00 58 50 307 252 257 48 24 19 169 228 140 NaN NaN 104 NaN NaN 16 11 171
si2_b09m_m800.04 53 43 305 280 333 48 25 33 12728 13605 4872 NaN NaN 4917 NaN NaN 23 17 18
si2_b09m_m800.02 34 74 270 314 966 28 38 19 114 180 72 NaN NaN 81 NaN NaN 15 16 113
si2_b09m_m800.05 55 83 320 292 307 36 38 18 5640 6041 2173 NaN NaN 2199 NaN NaN 24 83 18
si2_b09m_m800.03 65 90 292 297 284 30 23 31 49 107 31 NaN NaN 32 NaN NaN 15 135 72
si2_b09m_m800.08 51 43 388 347 3693 47 24 32 NaN NaN NaN NaN NaN NaN NaN NaN 14 52 179
si2_b09m_m800.06 37 52 220 170 160 49 29 126 59 81 44 NaN NaN 22 NaN NaN 25 16 488
si2_b09m_m800.01 60 53 277 243 230 50 24 31 36 76 45 NaN NaN 23 NaN NaN 15 11 10
si4_b03_m400.01 22 29 35 14 16 17 8 11 704 851 376 NaN NaN 387 NaN NaN 11 5 6
si4_b03_m400.02 22 29 35 14 16 10 12 11 709 770 376 NaN NaN 431 NaN NaN 11 7 4
si4_b03_m400.05 21 28 35 14 15 16 12 11 699 715 378 NaN NaN 403 NaN NaN 10 5 5
si4_b03_m400.07 21 29 20 23 15 17 13 7 764 732 437 NaN NaN 408 NaN NaN 6 4 6
si4_b03_m400.06 22 16 34 14 15 9 13 7 787 742 432 NaN NaN 443 NaN NaN 12 7 4
si4_b03_m400.00 22 17 35 22 15 16 8 7 703 758 380 NaN NaN 513 NaN NaN 11 7 6
si4_b03_m400.03 13 29 21 14 16 17 13 11 749 711 446 NaN NaN 468 NaN NaN 6 4 6
si4_b03_m400.04 13 28 35 14 9 10 12 7 714 793 403 NaN NaN 436 NaN NaN 10 7 5
si4_b03_m400.09 21 30 36 15 15 16 13 11 714 748 438 NaN NaN 376 NaN NaN 11 5 4
si4_b03_m400.08 13 28 20 14 15 16 11 11 707 812 427 NaN NaN 479 NaN NaN 6 7 6
si2_b03_m200.05 3 5 6 3 2 3 1 2 39 23 13 NaN NaN 12 NaN NaN 1 1 0
si2_b03_m200.09 3 4 5 4 2 3 1 1 22 38 23 NaN NaN 12 NaN NaN 1 1 0
si2_b03_m200.07 1 3 6 4 3 3 2 1 22 32 13 NaN NaN 12 NaN NaN 1 1 0
si2_b03_m200.01 3 4 4 4 2 2 1 1 39 40 23 NaN NaN 21 NaN NaN 1 1 0
si2_b03_m200.08 3 4 6 5 3 3 1 2 39 40 15 NaN NaN 21 NaN NaN 2 1 0
si2_b03_m200.02 3 5 6 4 3 2 1 1 39 40 23 NaN NaN 12 NaN NaN 1 1 0
si2_b03_m200.04 3 5 3 4 3 3 2 2 40 23 14 NaN NaN 21 NaN NaN 1 0 0
si2_b03_m200.03 3 5 6 4 3 2 2 1 37 40 13 NaN NaN 21 NaN NaN 1 1 0
si2_b03_m200.06 3 5 6 3 2 3 2 2 22 39 23 NaN NaN 12 NaN NaN 1 1 0
si2_b03_m200.00 1 3 3 4 3 2 1 1 23 40 22 NaN NaN 21 NaN NaN 1 1 0
si4_r005_m600.00 1999 886 140110 139276 172105 190 21740 6744 11212 1297 1029 NaN NaN 25379 NaN NaN 3761 938620 770551
si4_r005_m600.02 1271 1264 182529 182537 NaN 843 NaN 3412877 3917 3979 4076 NaN NaN 4056 NaN NaN 803 NaN 3375539
si4_r005_m600.08 10042 10010 275391 277844 NaN 11125 NaN NaN 20010 20307 26853 NaN NaN 26694 NaN NaN 10906 NaN NaN
si4_r005_m600.05 2368 2433 197656 198526 467801 3739 280731 1656331 9656 9817 12121 NaN NaN 12166 NaN NaN 3643 283580 1637350
si4_r005_m600.07 1618 1663 275835 277751 333502 2832 62470 23053 6396 6421 9960 NaN NaN 9856 NaN NaN 2810 63302 23059
si4_r005_m600.06 4057 4071 169263 171329 796712 8209 643080 857236 30511 30752 48240 NaN NaN 48140 NaN NaN 8071 646867 857292
si4_r005_m600.01 1490 1565 112924 113604 338865 1714 240004 195366 10715 10840 29743 NaN NaN 29061 NaN NaN 1629 239484 195409
si4_r005_m600.04 4683 4785 96286 92989 320912 4875 239057 103963 11015 11261 16296 NaN NaN 15957 NaN NaN 4646 235529 102545
si4_r005_m600.03 1288 1478 394680 394517 438906 1837 50318 64775 4299 4407 21459 NaN NaN 21082 NaN NaN 1821 50188 64230
si4_r005_m600.09 860 951 200786 200864 260612 341 67489 397680 3222 3328 4224 NaN NaN 4136 NaN NaN 284 65647 397917
si4_b09_m400.05 77 89 94 56 33 15 15 8 794 813 601 NaN NaN 565 NaN NaN 16 7 5
si4_b09_m400.03 80 88 93 57 33 17 15 13 771 818 615 NaN NaN 606 NaN NaN 17 7 5
si4_b09_m400.00 79 63 157 72 49 25 15 13 894 809 632 NaN NaN 599 NaN NaN 16 5 3
si4_b09_m400.07 46 87 124 57 33 15 15 8 803 844 547 NaN NaN 531 NaN NaN 16 7 3
si4_b09_m400.01 76 51 120 94 33 15 15 13 798 789 555 NaN NaN 578 NaN NaN 15 7 3
si4_b09_m400.06 78 52 94 94 54 25 10 13 821 778 625 NaN NaN 579 NaN NaN 17 5 5
si4_b09_m400.04 46 52 93 57 34 15 15 8 780 878 633 NaN NaN 550 NaN NaN 10 7 5
si4_b09_m400.02 45 51 131 86 53 15 15 13 813 860 572 NaN NaN 547 NaN NaN 10 7 5
si4_b09_m400.08 77 52 93 92 33 15 9 13 790 811 598 NaN NaN 610 NaN NaN 10 7 3
si4_b09_m400.09 77 51 154 94 33 25 9 8 788 770 605 NaN NaN 528 NaN NaN 17 4 3
si4_b06m_m400.06 17 24 67 51 7890 17 9 19 13 23 18 NaN NaN 12 NaN NaN 10 8 5
si4_b06m_m400.03 19 26 61 91 5525 17 9 120 17 23 15 NaN NaN 9 NaN NaN 6 34 822
si4_b06m_m400.01 20 28 49 70 64 10 13 12 18 15 15 NaN NaN 9 NaN NaN 6 7 4
si4_b06m_m400.08 11 25 55 50 78 10 9 82 17 14 9 NaN NaN 9 NaN NaN 10 8 21
si4_b06m_m400.05 11 24 51 76 45 16 13 7 213 187 63 NaN NaN 60 NaN NaN 6 8 4
si4_b06m_m400.07 12 27 49 69 73 10 14 11 22 27 16 NaN NaN 10 NaN NaN 11 5 4
si4_b06m_m400.00 18 14 83 48 72 17 30 498 10 14 9 NaN NaN 9 NaN NaN 6 7 364
si4_b06m_m400.04 21 28 74 39 67 17 14 13 531 542 257 NaN NaN 255 NaN NaN 10 22 6
si4_b06m_m400.09 17 24 54 84 47 10 8 12 28 55 18 NaN NaN 26 NaN NaN 11 7 30
si4_b06m_m400.02 10 22 75 83 83 17 14 125 15 21 15 NaN NaN 5 NaN NaN 10 7 46
si2_m4Dr2_m625.05 15 37 65 48 410 14 61 644 15 21 21 NaN NaN 12 NaN NaN 13 75 638
si2_m4Dr2_m625.00 44 56 110 58 69 26 72 2339 NaN NaN NaN NaN NaN NaN NaN NaN 32 62 2324
si2_m4Dr2_m625.08 23 34 91 55 84 22 12 396 21 20 13 NaN NaN 11 NaN NaN 12 9 424
si2_m4Dr2_m625.09 25 37 86 59 82 24 21 299 NaN NaN 1406470 NaN NaN 1456326 NaN NaN 8 9 290
si2_m4Dr2_m625.06 26 37 56 79 91 15 29 551 1013010 996117 374191 NaN NaN 370991 NaN NaN 14 23 555
si2_m4Dr2_m625.04 28 24 77 36 82 15 13 25 21 49 17 NaN NaN 16 NaN NaN 9 47 642
si2_m4Dr2_m625.01 15 23 56 69 51 26 180 8759 9208 9385 3601 NaN NaN 3588 NaN NaN 15 118 8740
si2_m4Dr2_m625.03 28 39 56 81 72 15 12 39 26 54 29 NaN NaN 24 NaN NaN 16 17 503
si2_m4Dr2_m625.02 15 22 55 79 46 15 12 105 NaN NaN 2198178 NaN NaN 2204613 NaN NaN 13 9 59
si2_m4Dr2_m625.07 25 38 61 85 96 26 20 362 134141 134912 51451 NaN NaN 50443 NaN NaN 13 18 578
si2_r005_m200.02 8 19 302 301 305 9 7 5 46 48 37 NaN NaN 33 NaN NaN 3 1 0
si2_r005_m200.01 695 730 983 381 456 97 5 3 NaN NaN NaN NaN NaN NaN NaN NaN 110 1 0
si2_r005_m200.03 55 86 341 360 298 31 3 4 149566 148369 681441 NaN NaN 689445 NaN NaN 18 2 0
si2_r005_m200.05 350 385 665 6394 287 6123 5 3 603 699 14347 NaN NaN 13392 NaN NaN 6152 2 0
si2_r005_m200.08 3283 3311 3566 626 286 323 5 4 8364 8335 8659 NaN NaN 8636 NaN NaN 299 2 3
si2_r005_m200.04 4889 5841 6075 5147 295 4974 5 3 58379 59209 45564 NaN NaN 45339 NaN NaN 4447 1 1
si2_r005_m200.09 16 19 416 304 317 8 5 3 588870 571136 NaN NaN NaN NaN NaN NaN 4 2 0
si2_r005_m200.06 30 31 363 384 330 24 6 5 16708 16402 20080 NaN NaN 20997 NaN NaN 96 1 0
si2_r005_m200.00 589 577 857 1101 432 876 5 2 1214 1158 1309 NaN NaN 1242 NaN NaN 865 2 0
si2_r005_m200.07 37 68 271 385 240 73 4 5 157318 158253 194121 NaN NaN 195511 NaN NaN 30 2 0
si4_b03m_m400.03 12 11 33 18 23 9 26 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9 20 NaN
si4_b03m_m400.09 7 18 32 19 36 13 30 119493 529229 528166 217251 NaN NaN 214757 NaN NaN 8 7 84454
si4_b03m_m400.08 7 18 34 31 16 14 723 372 NaN NaN NaN NaN NaN NaN NaN NaN 5 771 537
si4_b03m_m400.04 12 11 25 28 14 15 13 7 1862 1743 716 NaN NaN 786 NaN NaN 5 7 6
